,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
297549,Google,2020-10-22, Senior Software Developer,"Current Employee, more than 8 years","Perth, Western Australia, Western Australia",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,very fortunate to work with Google,"salary, care, holiday, friends, family",none ... seriously none . you need to work here
299700,Google,2021-02-15, Software Engineer,"Current Employee, more than 1 year","Moorebank, New South Wales",3,5.0,5.0,5.0,5.0,5.0,5.0,o,o,o,Goodde,High salaries best employers ever,Exshaustive and you have to do your best
299761,Google,2021-02-18, Account Strategist,Former Employee,"Perth, Western Australia, Western Australia",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great company,Great culture to work around,No cons from me in this role
300024,Google,2021-02-28, Engineer,"Former Employee, more than 1 year","Perth, Western Australia, Western Australia",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,God,Very good service and quality,Lots of high workload but good
300479,Google,2021-03-19, Data Analyst,"Current Employee, more than 1 year","Perth, Western Australia, Western Australia",4,4.0,4.0,4.0,4.0,4.0,4.0,v,v,v,Fun job,good pay and very good culture,hard work but still fulfilling
302919,Grant-Thornton,2016-06-20, Manager ,Former Employee,"Perth, Western Australia, Western Australia",4,3.0,4.0,,5.0,4.0,4.0,v,r,v,Restructuring Manager,Grant Thornton had an active development programme for managers with regular training and conferences. This was a great assistance in career progression.,In our dept we were regularly quite busy and at times it felt underresourced to deal with the work on hand. This was the main downside.
303039,Grant-Thornton,2016-10-14, Staff Accountant,"Current Employee, more than 1 year","Perth, Western Australia, Western Australia",1,3.0,1.0,,2.0,1.0,1.0,x,r,x,Accountant,"Started as a graduate, and am grateful for the opportunity. Client base is varied such that you are able to have exposure to many different clients.","Bad feedback process in terms of promotions, below market rate for salary and generally stingy as a firm, very strong overtime culture (did more overtime in my time there than colleagues at other accounting firms)."
313339,HSBC-Holdings,2016-12-26, PBE,"Former Employee, more than 5 years","Perth, Western Australia, Western Australia",5,3.0,5.0,,4.0,5.0,3.0,v,r,v,PBE,Good benefits. Friendly staff. Nice boss. Always go home on time.,Not much cons the only one is always short staff
314683,HSBC-Holdings,2017-11-20, Personal Banker,"Former Employee, more than 1 year","Victoria, BC",2,2.0,3.0,,3.0,5.0,2.0,x,r,r,Personal Banker,"Great benefits: mid-range credit card and account, lower interest on credit card, better rates on products, matching contributions","very structured and strict, by the book, internal politics was cumbersome, focused on Asian clients, difficult to take time off (based on how many years you have been with the company)"
315934,HSBC-Holdings,2018-10-25, Universal Banker,"Former Employee, more than 1 year","Victoria, England, England",1,3.0,1.0,,3.0,5.0,1.0,x,v,x,Personal Banker,I honestly cannot think of any probs other than some of the people I worked with were actually amazing.,"The management team are appalling. Like if I was ever a manager I would not want to be anything like them.

Instead of guidance they just wanted to ensure they were covered and so would not actually help you but when it gets to the time that they haven’t done something they need to do they will throw it all on you as if it’s you that didn’t want to take ownership of your own development.

- they need to get better at staff moral because we are at work more than we’re in our houses in the week. So if your staff are happy you will get more out of them."
316125,HSBC-Holdings,2018-12-15, Personal Banker,"Current Employee, less than 1 year","Victoria, BC",4,5.0,4.0,,4.0,4.0,5.0,v,v,v,Personal Banker,"nice working environment 
friendly people
fair hourly payment",cannot guarantee 40 hours per week. usually is around 20+ hours for teller
319405,HSBC-Holdings,2020-10-03, Personal Banker,Current Employee,"Victoria, BC",4,3.0,5.0,5.0,2.0,5.0,4.0,v,r,x,Solid - *READ*,"- Great Coworkers
- Great Benifits (Health, Dental, Counciling, Banking) 
- Amazing Staff Mortgage & Line of Credit Rates
- $18 Hour
- Investemnt Opertunities
- Will pay for the IFC course","-Must work as a part time teller for min 12 months before being able to move up into a full time position
- Downsizing middle growth positions (losing opportunities for career advancment)
- Not too many extra hours above 4hours/weekday. So hard to make rent.
- Growth oppertunities don't *Useually* come with a good pay raise until you have been there for 5-10 years.
- Old internal systems that need updating (although this is very slowly being improved)"
319780,HSBC-Holdings,2020-11-17, Personal Banker,"Former Employee, more than 1 year","Victoria, BC",4,4.0,5.0,4.0,3.0,5.0,4.0,v,r,v,Great people but limited career opportunities,Super friendly and helpful people! Great benefits!,Okay pay and strict policy. Limited career opportunities and options.
319907,HSBC-Holdings,2020-12-01, Premier Relationship Manager,Current Employee,"Victoria, BC",5,4.0,5.0,5.0,4.0,5.0,4.0,v,v,x,No,Good benefit/good management on the island,Not much to say actually
320235,HSBC-Holdings,2021-01-09, Contact Representative,"Former Employee, more than 8 years","Victoria, BC",3,,,,,,,o,o,o,Salary range,Compensation and benefits were great,Required hard selling of various products
320964,HSBC-Holdings,2021-02-21, Premier Officer,"Current Employee, less than 1 year","Victoria, BC",4,2.0,4.0,5.0,5.0,4.0,4.0,v,r,r,Great,Amazing benifits and share plan.,"Heavy workload, Overtime required to keep up with the job."
324765,Hays,2016-06-06, Recruitment Consultant,"Former Employee, more than 1 year","Perth, Western Australia, Western Australia",1,1.0,1.0,,2.0,1.0,1.0,x,r,r,Mircomanaging pretenders,Able to get insights into industries you may like to work in.,"Many consultants are not educated professionals and lack the research skills to do the job well. It is frustrating to work with an office full of sales people pretending to be specialists in a certain area of the labour market.

Long compulsory working hours and constant micromanagement create a toxic working environment. There is an extremely high turnover of staff."
325239,Hays,2017-02-15, Associate Recruitment Consultant,Current Employee,"Victoria, England, England",5,3.0,4.0,,5.0,2.0,5.0,v,v,v,Great experience,"Great Training provided
Help from colleagues and managers","The hours, current market situation"
325513,Hays,2017-10-04, Resourcer,"Current Employee, more than 1 year","Perth, Western Australia, Western Australia",2,2.0,4.0,,1.0,1.0,4.0,v,o,v,Resourcer,Great experience to get started in the role if you dont have much experience,"Pay is very minimal, not covered under an award. Lots of over time and crazy hours. Lots of responsibilities with no extra benefits or penalties"
325646,Hays,2018-03-13, Senior Recruitment Consultant,"Current Employee, more than 3 years","Perth, Western Australia, Western Australia",4,2.0,5.0,,4.0,5.0,3.0,v,v,v,Senior Recruitment Consultant,"Great training provided for new starters,  great culture and people and work hard pay hard attitude. Fantastic database to find candidates the best in the business and no grey areas with commission.","Long working hours, no flexibility to work remotely very KPI driven."
325804,Hays,2018-09-11, Recruitment Consultant,"Former Employee, less than 1 year","Perth, Western Australia, Western Australia",3,3.0,3.0,,4.0,3.0,3.0,x,r,r,Good training,The training is fantastic and there is a great career structure.,"Very high KPIs 
Salary is very low until
You become a Senior consultant which can take 2-3 years.
Not a very good commission structure. You are unlikely to make  any commission for first 6 - 8 months and it’s not great after that."
325909,Hays,2018-12-30, Business Manager,"Current Employee, more than 5 years","Perth, Western Australia, Western Australia",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Business Manager,"Established brand, clear vision and mission, flexibility and support to progress your career to the next level. Hays provides a professional working environment and in Perth specifically, management do not manage via emails or numbers but more towards 1:1 interactions. There are professionals currently working flexible hours because of a young family, Senior Consultants being groomed for people management because this is the path they would like to explore and very good performers who would be happy just to focus on delivery. I appreciate the different paths available to fit different individuals.",High turnover at junior level because of the large size. Recruitment is not for everyone and it does take a lot of the experienced consultants time to train and support less experienced members.
326043,Hays,2019-05-13, Associate Consultant,"Current Employee, less than 1 year","Perth, Western Australia, Western Australia",5,4.0,5.0,,5.0,5.0,5.0,v,v,v,Professionals with second to none training,"The title speaks for itself, the training is great, the team culture has been fantastic and I can say that I can see myself here for years to come",My distance from the city means I travel a hour there and back.
326053,Hays,2019-05-19, Associate Consultant,"Current Employee, less than 1 year","Perth, Western Australia, Western Australia",3,1.0,3.0,,3.0,2.0,3.0,x,r,r,Associate Consultant,"Great training and development, career opportunities","Long working hours, no work life balance"
326088,Hays,2019-06-12, Business Manager,"Former Employee, more than 8 years","Perth, Western Australia, Western Australia",1,1.0,1.0,,2.0,1.0,1.0,x,r,x,"Toxic Culture, Bully, Intimidating behaviour from senior management to associate level.","First 7 years were good, change in management and business trends has made it all toxic","Toxic culture
Hays breed green eyed monsters and encouraging arguments over fees between staff
No team environment 
Number driven...no client or candidate relationships 
Constant emails about KPIs
Demotivating environment 
Just all round poison"
326130,Hays,2019-07-16, Credit Controller,"Former Employee, more than 1 year","Chifley, New South Wales",1,3.0,1.0,,1.0,1.0,1.0,x,r,x,Disillusioned,Good place for people who want a conservatively stable career with limited salaries.,"Bonus calculation isn't transparent. Company doesn't pay employees entitled bonus while they leave even it is attached to previous period;  No support for career development, career training is for managers or above only. No annual salary increase. Big brand, small investment in employees."
